chromosome	start	end	gene
17	66863433	66951492	ABCA8
17	66970629	67057205	ABCA9
17	67074843	67138015	ABCA6
17	67095683	67095797	MIR4524B
17	67144148	67240987	ABCA10
17	67240452	67323242	ABCA5
17	67410839	67539472	MAP2K6
17	67590926	67624492	AC003051.1
17	68047418	68064236	LINC01028
17	68100995	68131744	KCNJ16
17	68163102	68165543	KCNJ2-AS1
17	68165676	68176189	KCNJ2
17	69093916	69198318	CASC17
17	70026432	70032457	LINC01152
17	70067184	70112157	SOX9-AS1
17	70036164	70036872	AC007461.1
17	70068474	70089622	AC007461.2
17	70117161	70122561	SOX9
17	70594180	70636611	LINC00511
17	70339081	70351277	RP11-1124B17.1
17	70642089	71088827	SLC39A11
17	71161151	71167185	SSTR2
17	71189129	71204646	COG1
17	71203492	71228510	FAM104A
17	71228776	71245091	C17orf80
17	71244588	71258019	CPSF4L
17	71279763	71308314	CDC42EP4
17	71330523	71640228	SDK2
17	71509824	71514909	RP11-449L23.2
17	71746469	71824659	LINC00469
17	71782961	71796932	AC125421.1
17	72199792	72206794	RPL38
17	72206119	72209460	CTD-2514K5.2
17	72209653	72258155	TTYH2
17	72277651	72311022	DNAI2
17	72322351	72351959	KIF19
17	72346906	72348271	AC103809.2
17	72352555	72358085	BTBD17
17	72363597	72368739	GPR142
17	72427052	72443568	GPRC5C
17	72462555	72480933	CD300A
17	72517313	72527605	CD300LB
17	72537247	72542282	CD300C
17	72575504	72588422	CD300LD
17	72581057	72590348	C17orf77
17	72599876	72603368	CTD-2006K23.1
17	72608712	72619801	CD300E
17	72733056	72743474	RAB37
17	72690456	72709117	CD300LF
17	72744791	72765492	SLC9A3R1
17	72766686	72772470	NAT9
17	72772622	72835918	TMEM104
17	72838162	72855998	GRIN2C
17	72858664	72869156	FDXR
17	72873428	72889708	FADS6
17	72912176	72919351	USH1G
17	72920370	72930006	OTOP2
17	72931897	72946083	OTOP3
17	72946839	72968829	HID1
17	72983727	73001895	CDR2L
17	73008769	73017356	ICT1
17	73043340	73061979	KCTD2
17	73034958	73043058	ATP5H
17	73085033	73102246	SLC16A5
17	73106082	73126360	ARMC7
17	73126323	73127890	NT5C
17	73131402	73150770	HN1
17	73163408	73179078	SUMO2
17	73201786	73231853	NUP85
17	73232694	73257885	GGA3
17	73257755	73262454	MRPS7
17	73262345	73267236	MIF4GD
17	73267450	73269976	RP11-649A18.12
17	73269074	73283755	SLC25A19
17	73314157	73401567	GRB2
17	73402150	73402243	MIR3678
17	73452545	73496163	KIAA0195
17	73496342	73511664	CASKIN2
17	73512606	73520820	TSEN54
17	73521820	73571288	LLGL2
17	73598598	73607014	MYO15B
17	73622934	73663269	RECQL5
17	73632675	73637480	SMIM5
17	73642517	73644057	SMIM6
17	73663196	73704139	SAP30BP
17	73717516	73753899	ITGB4
17	73754025	73761792	GALK1
17	73772515	73775860	H3F3B
17	73780602	73780688	MIR4738
17	73780852	73821880	UNK
17	73823306	73840798	UNC13D
17	73841801	73852588	WBP2
17	73870242	73874656	TRIM47
17	73885041	73893084	TRIM65
17	73894724	73901494	MRPL38
17	73906618	73937119	FBF1
17	73937588	73975444	ACOX1
17	73975301	73996667	TEN1
17	73975312	74002079	TEN1-CDK3
17	73997419	74002080	CDK3
17	74002926	74023533	EVPL
17	74035184	74068734	SRP68
17	74075263	74078747	ZACN
17	74070875	74073622	GALR2
17	74078472	74099827	EXOC7
17	74132414	74137380	FOXJ1
17	74136637	74150364	RNF157-AS1
17	74138534	74236454	RNF157
17	74261283	74267375	UBALD2
17	74270130	74303761	QRICH2
17	74305567	74350230	PRPSAP1
17	74380731	74383936	SPHK1
17	74385532	74449288	UBE2O
17	74449433	74466199	AANAT
17	74466978	74497489	RHBDF2
17	74523438	74533987	CYGB
17	74536172	74539469	PRCD
17	74553860	74561430	SNHG16
17	74557191	74557274	SNORD1B
17	74561461	74582210	ST6GALNAC2
17	74620845	74639920	ST6GALNAC1
17	74668633	74707037	MXRA7
17	74708919	74722761	JMJD6
17	74722950	74730018	METTL23
17	74729060	74734604	RP11-318A15.7
17	74730197	74733415	SRSF2
17	74732393	74774654	MFSD11
17	74732532	74732630	MIR636
17	74795126	74802035	CTD-2246P4.1
17	74846258	74857912	LINC00868
17	74868729	74946464	MGAT5B
17	75084831	75212884	SEC14L1
17	75084755	75091068	LINC00338
17	75277492	75496674	SEPT9
17	75393066	75393136	MIR4316
17	75524207	75532674	RP11-13K12.2
17	75554224	75559325	RP11-13K12.1
17	75718954	75724641	RP11-316M20.1
17	75875109	75878659	FLJ45079
17	76001137	76104916	TNRC6C
17	76103479	76107880	TNRC6C-AS1
17	76106539	76124778	TMC6
17	76126867	76139049	TMC8
17	76142434	76162258	C17orf99
17	76164639	76169608	SYNGR2
17	76170160	76183314	TK1
17	76183443	76203782	AFMID
17	76210267	76221717	BIRC5
17	76210462	76220740	AC087645.1
17	76227984	76236267	TMEM235
17	76257430	76274573	RP11-219G17.4
17	76352864	76356158	SOCS3
17	76356534	76369992	RP11-806H10.4
17	76374721	76420635	PGS1
17	76419778	76573476	DNAH17
17	76422409	76422834	AC061992.1
17	76489237	76495428	RP11-559N14.5
17	76494911	76499138	DNAH17-AS1
17	76614844	76628133	CTD-2357A8.3
17	76670130	76778376	CYTH1
17	76791735	76836752	USP36
17	76849059	76921469	TIMP2
17	76886662	76899283	DDC8
17	76967320	76976191	LGALS3BP
17	76987799	77005899	CANT1
17	77015291	77023683	C1QTNF1-AS1
17	77020253	77045869	C1QTNF1
17	77071027	77082778	ENGASE
17	77085428	77478563	RBFOX3
17	77680985	77681058	MIR4739
17	77681075	77686081	CTD-2116F7.1
17	77704681	77716021	ENPP7
17	77751931	77761782	CBX2
17	77765931	77770915	CBX8
17	77806955	77813228	CBX4
17	77889051	77900524	RP11-353N14.5
17	77893156	77897809	RP11-353N14.4
17	77906142	78009647	TBC1D16
17	78010435	78074412	CCDC40
17	78075503	78093678	GAA
17	78109013	78120982	EIF4A3
17	78143811	78183130	CARD14
17	78174472	78178870	RP11-334C17.5
17	78183063	78194199	SGSH
17	78194229	78227299	SLC26A11
17	78234667	78372586	RNF213
17	78325628	78388918	CTD-2047H16.4
17	78388967	78411881	ENDOV
17	78393218	78393293	MIR4730
17	78440948	78450404	NPTX1
17	78519068	78940168	RPTOR
17	78775440	78779432	RP11-28G8.1
17	78940039	78945013	CTD-2561B21.5
17	78965641	78973933	CHMP6
17	78977135	78978932	AC127496.1
17	79002933	79008373	BAIAP2-AS1
17	79008962	79091232	BAIAP2
17	79091095	79139817	AATK
17	79099076	79099173	MIR657
17	79099677	79099755	MIR338
17	79106996	79107108	MIR1250
17	79139307	79156964	AATK-AS1
17	79163448	79196730	AZI1
17	79202077	79212891	ENTHD2
17	79213039	79215081	C17orf89
17	79218800	79269105	SLC38A10
17	79277571	79283048	LINC00482
17	79285074	79304474	TMEM105
17	79361930	79364056	RP11-1055B8.4
17	79369275	79373717	RP11-1055B8.6
17	79373540	79433357	RP11-1055B8.7
17	79374516	79374578	MIR4740
17	79418130	79418214	MIR3186
17	79477015	79479807	ACTG1
17	79495558	79504106	FSCN2
17	79506911	79519403	C17orf70
17	79523913	79604172	NPLOC4
17	79609349	79615779	TSPAN10
17	79617489	79623607	PDE6G
17	79632066	79633618	OXLD1
17	79633394	79640929	CCDC137
17	79648204	79650954	ARL16
17	79650962	79669149	HGS
17	79670387	79674556	MRPL12
17	79679337	79688042	SLC25A10
17	79762010	79771889	GCGR
17	79780293	79784538	FAM195B
17	79780293	79784533	AC174470.1
17	79791368	79792909	PPP1R27
17	79801035	79818570	P4HB
17	79825597	79829282	ARHGDIA
17	79845720	79849462	ALYREF
17	79849615	79858130	ANAPC11
17	79859985	79860781	NPB
17	79862219	79869282	PCYT2
17	79869815	79876070	SIRT7
17	79876146	79885590	MAFG
17	79885705	79888629	MAFG-AS1
17	79890260	79894755	PYCR1
17	79897521	79905109	MYADML2
17	79910388	79919169	NOTUM
17	79935426	79975280	ASPSCR1
17	79976579	79980794	STRA13
17	79981178	79989027	LRRC45
17	79989500	79992078	RAC3
17	79993734	79995608	DCXR
17	80005778	80009650	RFNG
17	80009834	80015346	GPS1
17	80015748	80023421	DUS1L
17	80036214	80056208	FASN
17	80115324	80170689	CCDC57
17	80191563	80197962	SLC16A3
17	80200543	80231607	CSNK1D
17	80214131	80216080	AC132872.2
17	80247922	80250690	RP13-516M14.4
17	80272746	80275478	CD7
17	80278900	80291874	SECTM1
17	80317123	80321652	TEX19
17	80332153	80333462	UTS2R
17	80349886	80376452	OGFOD3
17	80376194	80400521	HEXDC
17	80400520	80408585	C17orf62
17	80416482	80448413	NARF
17	80477591	80562483	FOXK2
17	80560865	80562054	RP13-638C3.4
17	80572438	80606411	WDR45B
17	80612849	80656604	RAB40B
17	80626109	80626183	MIR4525
17	80671784	80674131	RP11-388C12.1
17	80674559	80685893	FN3KRP
17	80693451	80709073	FN3K
17	80709940	80900724	TBCD
17	80787311	80798454	ZNF750
17	80901667	81009686	B3GNTL1
17	81037567	81052864	METRNL
17	81091900	81125376	AC139099.4
17	81168317	81170725	AC139099.5
17	81174666	81188573	AC139099.3
18	47390	49557	RP11-683L23.1
18	109065	122219	ROCK1P1
18	158608	214629	USP14
18	214521	268027	THOC1
18	319361	500722	COLEC12
18	580367	581524	CETN1
18	596998	650298	CLUL1
18	649620	658340	C18orf56
18	657604	673578	TYMS
18	674038	712544	ENOSF1
18	721588	812547	YES1
18	905110	912173	ADCYAP1
18	926084	927994	RP11-672L10.1
18	2538452	2571485	METTL4
18	2571510	2616634	NDC80
18	2652169	2655394	CBX3P2
18	2655737	2805015	SMCHD1
18	2847028	2915991	EMILIN2
18	2916992	3011945	LPIN2
18	3066805	3220106	MYOM1
18	3190395	3247275	RP13-270P17.2
18	3247528	3256234	MYL12A
18	3262415	3278282	MYL12B
18	3451675	3458409	TGIF1
18	3466295	3478976	RP11-838N2.4
18	3496030	4455335	DLGAP1
18	3594112	3598350	DLGAP1-AS1
18	3878180	3897069	DLGAP1-AS3
18	3962353	4013943	DLGAP1-AS4
18	4264633	4295405	DLGAP1-AS5
18	5145368	5197224	C18orf42
18	5238099	5246507	LINC00667
18	5236723	5238597	LINC00526
18	5289018	5296039	ZBTB14
18	5392383	5544241	EPB41L3
18	5748818	5795900	RP11-945C19.1
18	5840694	5840832	MIR3976
18	5882071	5895954	TMEM200C
18	5954706	6414910	L3MBTL4
18	6256746	6260933	RP11-760N9.1
18	6511415	6590652	C18orf64
18	6728820	6729861	RP11-91I8.3
18	6834474	6915715	ARHGAP28
18	6925477	6928571	LINC00668
18	6941743	7117813	LAMA1
18	6954676	6957418	RP11-781P6.1
18	7231123	7232045	LRRC30
18	7566780	8406666	PTPRM
18	8336437	8337038	AP001094.1
18	8360818	8367032	RP11-789C17.3
18	8609443	8639379	RAB12
18	8635177	8636345	RP11-661O13.1
18	8695854	8707619	RP11-674N23.1
18	8717369	8832776	SOGA2
18	9102628	9134343	NDUFV2
18	9135711	9136489	RP11-143J12.2
18	9136775	9285983	ANKRD12
18	9334765	9402418	TWSG1
18	9475007	9538112	RALBP1
18	9546789	9614556	PPP4R1
18	9615262	9619361	RP11-692N5.1
18	9708162	9862548	RAB31
18	9885973	9888150	TXNDC2
18	9914059	9954355	VAPA
18	10411605	10414512	RP11-243E13.1
18	10454625	10489945	APCDD1
18	10526031	10552757	NAPG
18	10661930	10666884	RP11-856M7.1
18	10671524	11148587	PIEZO2
18	11490047	11490892	RP11-712C7.1
18	11688955	11885684	GNAL
18	11851395	11854448	CHMP1B
18	11882621	11909222	MPPE1
18	11981427	12030876	IMPA2
18	12093852	12127938	ANKRD62
18	12209335	12223538	RP11-64C12.3
18	12254318	12277372	CIDEA
18	12308058	12326618	TUBB6
18	12328943	12377313	AFG3L2
18	12407895	12432232	SLMO1
18	12446511	12658133	SPIRE1
18	12658192	12658892	AP005482.1
18	12702425	12725739	PSMG2
18	12672631	12702773	CEP76
18	12739489	12749420	RP11-973H7.4
18	12792152	12884234	PTPN2
18	12948020	12987535	SEH1L
18	12991361	13125035	CEP192
18	13203773	13216366	RP11-794M8.1
18	13218786	13652753	LDLRAD4
18	13419420	13427479	LDLRAD4-AS1
18	13459946	13460025	MIR5190
18	13611113	13611199	MIR4526
18	13663346	13726559	FAM210A
18	13726660	13764557	RNMT
18	13825543	13826861	MC5R
18	13882043	13915539	MC2R
18	14104720	14132429	ZNF519
18	14337422	14342523	CYP4F35P
18	14477954	14499277	CXADRP3
18	14511897	14543145	POTEC
18	14748239	14852479	ANKRD30B
18	14830165	14830241	MIR3156-2
18	14946266	14973738	RP11-527H14.2
18	14969605	14970467	RP11-527H14.3
18	15313555	15330262	AP005901.1
18	18526867	18691812	ROCK1
18	18943554	19105378	GREB1L
18	19109242	19180697	ESCO1
18	19192228	19210417	SNRPD1
18	19230858	19284766	ABHD3
18	19263471	19263558	MIR320C1
18	19321281	19450918	MIB1
18	19405448	19411367	MIR1-2
18	19668021	19678741	RP11-595B24.2
18	19746859	19748929	GATA6-AS1
18	19749404	19782491	GATA6
18	19993573	19997878	CTAGE1
18	20364328	20487684	RP11-370A5.1
18	20513789	20606451	RBBP8
18	20513312	20513401	MIR4741
18	20715727	20840431	CABLES1
18	20875981	21017869	TMEM241
18	21032787	21063104	RIOK3
18	21083473	21111746	C18orf8
18	21111401	21166862	NPC1
18	21178890	21242849	ANKRD29
18	21269407	21535030	LAMA3
18	21594600	21712992	TTC39C
18	21718942	21741564	CABYR
18	21742008	21977823	OSBPL1A
18	21901650	21901699	MIR320C2
18	22006580	22033499	IMPACT
18	22040593	22059921	HRH4
18	22208146	22242162	RP11-449D8.1
18	22641890	22932116	ZNF521
18	23596578	23670589	SS18
18	23713841	23773319	PSMA8
18	23805900	23971649	TAF4B
18	24034938	24129399	KCTD1
18	24445272	24515910	AQP4-AS1
18	24267585	24283602	U3
18	24432002	24445782	AQP4
18	24495595	24765281	CHST9
18	25530930	25757410	CDH2
18	28569974	28622707	DSC3
18	28646007	28682378	DSC2
18	28681551	28742752	RP11-408H20.2
18	28709199	28742819	DSC1
18	28898052	28936992	DSG1
18	28923331	29006890	RP11-534N16.1
18	28956846	28994875	DSG4
18	29027758	29058665	DSG3
18	29078006	29128971	DSG2
18	29171689	29178974	TTR
18	29203132	29264686	B4GALT6
18	29339525	29340843	SLC25A52
18	29409136	29523063	TRAPPC8
18	29598335	29653176	RNF125
18	29671818	29711524	RNF138
18	29847463	30050395	GAREM
18	29769987	29800367	MEP1B
18	30091626	30094597	WBP11P1
18	30252634	30353025	KLHL14
18	30349758	30354376	AC012123.1
18	30517371	31020657	CCDC178
18	31158596	31331156	ASXL3
18	31431064	31803515	NOL4
18	32173303	32471104	DTNA
18	32621324	32723434	MAPRE2
18	32821001	32827153	ZNF397
18	32831032	32870196	ZSCAN30
18	32870246	32890730	ZNF271
18	32912176	32924420	ZNF24
18	32946661	32957301	ZNF396
18	33023835	33077904	RP11-322E11.6
18	33048427	33077907	INO80C
18	33234524	33291798	GALNT1
18	33484781	33484889	MIR187
18	33514051	33514105	MIR3929
18	33552046	33559241	C18orf21
18	33569787	33647539	RPRD1A
18	33688495	33709281	SLC39A6
18	33709861	33754614	ELP2
18	33759959	33767411	RP11-49I11.1
18	33767482	33852120	MOCOS
18	33877677	34360018	FHOD3
18	34374069	34409158	TPGS2
18	34409080	34805287	KIAA1328
18	34823010	35146000	CELF4
18	35237098	35237178	MIR4318
18	36786888	37380282	LINC00669
18	37256685	37256743	MIR5583-1
18	37646250	37679197	RP11-653G8.2
18	39060238	39100561	RP11-142I20.1
18	39535171	39667794	PIK3C3
18	39766633	40039640	LINC00907
18	40323192	40695656	RIT2
18	40847843	40857615	SYT4
18	41903401	42111662	CTC-782O7.1
18	42256892	42259682	RP11-456K23.1
18	42260863	42648475	SETBP1
18	42550047	42550131	MIR4319
18	43194766	43263072	SLC14A2
18	43306690	43330295	SLC14A1
18	43405477	43422521	SIGLEC15
18	43427574	43547240	EPG5
18	43563502	43652226	PSTPIP2
18	43664110	43684199	ATP5A1
18	43684298	43708299	HAUS1
18	43753993	43846949	C18orf25
18	43914187	44043103	RNF165
18	44056935	44139275	LOXHD1
18	44259081	44337132	ST8SIA5
18	44388353	44497308	PIAS2
18	44526787	44627658	KATNAL2
18	44542731	44544607	TCEB3CL2
18	44548658	44550534	TCEB3CL
18	44554573	44556449	TCEB3C
18	44558943	44561988	TCEB3B
18	44633774	44676891	HDHD2
18	44681413	44702745	IER3IP1
18	44746293	44775554	SKOR2
18	44906867	44906936	MIR4527
18	45357922	45457512	SMAD2
18	45553044	45691937	ZBTB7C
18	45778672	45779208	AC091150.1
18	46065529	46388277	CTIF
18	46196971	46197039	MIR4743
18	46446223	46477081	SMAD7
18	46570190	46987172	DYM
18	46576057	46576138	MIR4744
18	47008030	47013601	C18orf32
18	47008051	47017956	RPL17-C18orf32
18	47013709	47018248	MIR1539
18	47014858	47018906	RPL17
18	47017653	47017717	SNORD58A
18	47018034	47018099	SNORD58B
18	47025760	47028230	RP11-110H1.8
18	47088401	47119272	LIPG
18	47309869	47340330	ACAA2
18	47340503	47340646	SCARNA17
18	47349183	47721463	MYO5B
18	47753563	47792892	CCDC11
18	47795401	47808054	MBD1
18	47808713	47814006	CXXC1
18	47901365	47920543	SKA1
18	48086448	48258194	MAPK4
18	48325520	48346434	MRO
18	48405419	48474691	ME2
18	48494386	48514491	ELAC1
18	48556583	48611409	SMAD4
18	48700920	48723690	MEX3C
18	48918412	49088839	RP11-267C16.1
18	49866542	51057784	DCC
18	51105993	51107429	RP11-202D1.2
18	51679079	51751158	MBD2
18	51748654	51748782	SNORA37
18	51795774	51824602	POLI
18	51850964	51884334	STARD6
18	51884955	51908402	C18orf54
18	52258390	52266724	DYNAP
18	52495430	52562747	RAB27B
18	52568740	52626739	CCDC68
18	52773135	52791537	CTD-2171N6.1
18	52895167	53303185	TCF4
18	53146452	53146529	MIR4529
18	53548919	53587430	RP11-214L13.1
18	53670844	53858493	CTD-2008L17.2
18	53750593	53804748	RP11-456O19.4
18	54264439	54305876	TXNL1
18	54318616	54698828	WDR7
18	54721813	54739350	LINC-ROR
18	54814293	54817531	BOD1L2
18	55018044	55036164	ST8SIA3
18	55102917	55158529	ONECUT2
18	55216742	55253886	FECH
18	55267888	55289405	NARS
18	55313661	55470327	ATP8B1
18	55711610	56063937	NEDD4L
18	56118306	56118390	MIR122
18	56148479	56296189	ALPK2
18	56338618	56417371	MALT1
18	56529832	56653712	ZNF532
18	56663966	56736570	OACYLP
18	56806709	56826068	SEC11C
18	56887400	56898003	GRP
18	56934267	56940625	RAX
18	56962634	56985881	CPLX4
18	56995055	57027194	LMAN1
18	57098172	57364612	CCBE1
18	57567180	57571538	PMAIP1
18	58038564	58040001	MC4R
18	59000815	59223006	CDH20
18	59252979	59273890	RP11-879F14.2
18	59415409	59421928	RP11-1096D5.1
18	59475296	59560992	RNF152
18	59710800	59854257	PIGN
18	59854507	59974355	KIAA1468
18	59992548	60058516	TNFRSF11A
18	60190240	60245816	ZCCHC2
18	60382683	60647666	PHLPP1
18	60491423	60492724	AC015989.1
18	60505640	60505948	AC015989.2
18	60790579	60987361	BCL2
18	60994959	61034743	KDSR
18	61056423	61089696	VPS4B
18	61143994	61172318	SERPINB5
18	61223393	61234244	SERPINB12
18	61254600	61266433	SERPINB13
18	61304493	61311532	SERPINB4
18	61370194	61391123	SERPINB11
18	61322431	61329197	SERPINB3
18	61442644	61472604	SERPINB7
18	61554939	61571113	SERPINB2
18	61575225	61603345	SERPINB10
18	61602042	61609601	AC009802.1
18	61616535	61627646	HMSD
18	61637159	61656608	SERPINB8
18	61747243	61816264	LINC00305
18	61771325	62090836	RP11-146N18.1
18	61880317	61927290	RP11-909B2.1
18	63418157	63548638	CDH7
18	64168320	64271371	CDH19
18	64748821	64748923	MIR5011
18	65173819	65184217	DSEL
18	65183783	65566856	RP11-638L3.1
18	65475742	65482059	RP11-638L3.3
18	66340925	66382535	TMX3
18	66465317	66722426	CCDC102B
18	66526171	66526277	RNU6-39P
18	66567022	66569492	RP11-861L17.3
18	67068291	67516323	DOK6
18	67530192	67624232	CD226
18	67671029	67873181	RTTN
18	67956137	67997436	SOCS6
18	68002675	68019695	RP11-41O4.1
18	68047376	68051827	RP11-41O4.2
18	68297755	68317980	GTSCR1
18	69187198	69246192	RP11-510D19.1
18	69446792	69449517	RP11-723G8.2
18	69504275	69538024	RP11-723G8.1
18	70203915	70211774	CBLN2
18	70414616	70535184	NETO1
18	70520556	70520617	MIR548AV
18	70536275	70548632	RP11-676J15.1
18	70826059	70931689	RP11-169F17.1
18	70992176	71017113	CTD-2354A18.1
18	71740601	71815100	FBXO15
18	71815746	71826197	TIMM21
18	71920531	71959251	CYB5A
18	71983048	72026422	C18orf63
18	72076683	72080444	RP11-231E4.2
18	72102992	72124503	FAM69C
18	72163443	72188363	CNDP2
18	72201675	72252261	CNDP1
18	72259010	72265060	LINC00909
18	72342976	72777625	ZNF407
18	72907063	72921303	ZADH2
18	72922710	73001905	TSHZ1
18	73118967	73130969	RP11-321M21.3
18	73121431	73139658	SMIM21
18	73408034	73424340	RP11-704C2.1
18	73834953	73857210	RP11-1O2.1
18	73971121	73972069	RP11-94B19.4
18	74069644	74207146	ZNF516
18	74207477	74210045	RP11-17M16.1
18	74240612	74271783	LINC00908
18	74506688	74534251	RP11-162A12.2
18	74536116	74682683	ZNF236
18	74724735	74844725	MBP
18	74962505	74980858	GALR1
18	75683460	75694795	LINC01029
18	76740275	76757322	SALL3
18	76829394	77138283	ATP9B
18	77160336	77289323	NFATC1
18	77275812	77276057	AC018445.1
18	77338063	77349010	RP11-567M16.1
18	77398928	77439745	RP11-567M16.3
18	77439801	77514510	CTDP1
18	77623668	77659816	KCNG2
18	77662420	77711664	PQLC1
18	77724561	77730822	HSBP1L1
18	77732867	77748593	TXNL4A
18	77794358	77806392	RBFA
18	77822752	77830758	RBFADN
18	77866915	77898234	ADNP2
18	77905808	77929616	AC139100.2
18	77915115	78005429	PARD6G
19	62115	70944	WASH5P
19	71161	72718	MIR1302-2
19	76220	77690	FAM138F
19	107471	111696	OR4F17
19	197075	199431	AC092299.8
19	281388	291170	PPAP2C
19	305575	344793	MIER2
19	362057	376013	THEG
19	405438	409139	C2CD4C
19	416583	460996	SHC2
19	463346	474983	ODF3L2
19	496454	505347	MADCAM1
19	507299	519654	TPGS1
19	531714	542092	CDC34
19	544034	549919	GZMM
19	572565	583490	BSG
19	589893	617159	HCN2
19	617223	633597	POLRMT
19	639895	643703	FGF22
19	647526	663277	RNF126
19	676392	683385	FSTL3
19	685521	695460	PRSS57
19	709101	748329	PALM
19	751126	764319	MISP
19	797075	812320	PTBP1
19	804940	805001	MIR4745
19	812518	821952	LPPR3
19	813584	813653	MIR3187
19	827826	832017	AZU1
19	840963	848175	PRTN3
19	851014	856242	ELANE
19	859453	863453	CFD
19	867964	893218	MED16
19	893484	893590	RNU6-9
19	896503	913231	R3HDM4
19	917350	921015	KISS1R
19	926000	975939	ARID3A
19	984331	994569	WDR18
19	999601	999952	AC004528.1
19	1000418	1009731	GRIN3B
19	1009647	1021117	TMEM259
19	1021521	1021627	RNU6-2
19	1026298	1039068	CNN2
19	1040102	1065568	ABCA7
19	1065922	1086265	HMHA1
19	1088147	1095598	POLR2E
19	1103936	1106778	GPX4
19	1107636	1174282	SBNO2
19	1205740	1228428	STK11
19	1228286	1238026	C19orf26
19	1241749	1244824	ATP5D
19	1248552	1259139	MIDN
19	1259384	1273171	CIRBP
19	1268165	1270240	CIRBP-AS1
19	1275026	1279227	C19orf24
19	1285890	1378430	MUM1
19	1286153	1301430	EFNA2
19	1383630	1395583	NDUFS7
19	1398252	1401569	GAMT
19	1407612	1435686	DAZAP1
19	1438386	1440583	RPS15
19	1440838	1441937	AC027307.3
19	1451288	1473237	APC2
19	1473200	1479555	C19orf25
19	1481427	1490407	PCSK4
19	1491165	1497926	REEP6
19	1505023	1513188	ADAMTSL5
19	1524958	1535455	PLK5
19	1554668	1568057	MEX3D
19	1576678	1592652	MBD3
19	1597171	1605480	UQCR11
19	1609293	1652604	TCF3
19	1748159	1748744	AC005256.1
19	1752372	1780987	ONECUT3
19	1782074	1812275	ATP8B3
19	1815248	1848452	REXO1
19	1816158	1816237	MIR1909
19	1822145	1824544	CTB-31O20.4
19	1852400	1863567	KLF16
19	1876975	1885432	ABHD17A
19	1905213	1926016	SCAMP4
19	1905377	1913444	ADAT3
19	1941188	1981337	CSNK1G2
19	1952588	1954585	CSNK1G2-AS1
19	1985447	2015719	BTBD2
19	2037481	2051243	MKNK2
19	2071037	2096331	MOB3A
19	2096881	2099579	IZUMO4
19	2100993	2151540	AP3D1
19	2164148	2232577	DOT1L
19	2233153	2237703	PLEKHJ1
19	2234061	2234148	MIR1227
19	2236520	2248678	SF3A2
19	2249310	2252072	AMH
19	2250638	2250717	MIR4321
19	2252251	2256416	JSRP1
19	2269519	2273487	OAZ1
19	2274631	2282175	C19orf35
19	2289783	2292023	LINGO3
19	2321516	2328619	LSM7
19	2389784	2426237	TMPRSS9
19	2425622	2427892	TIMM13
19	2428164	2456994	LMNB2
19	2458933	2462183	AC005624.2
19	2476125	2478257	GADD45B
19	2511217	2702707	GNG7
19	2714565	2721416	DIRAS1
19	2717767	2740046	AC006538.4
19	2732522	2740150	SLC39A3
19	2754712	2783369	SGTA
19	2785458	2813599	THOP1
19	2819872	2835771	ZNF554
19	2841433	2860482	ZNF555
19	2867333	2878501	ZNF556
19	2900896	2918474	ZNF57
19	2933216	2944931	ZNF77
19	2977444	2995177	TLE6
19	2997636	3029165	TLE2
19	3052908	3063105	AES
19	3094408	3124002	GNA11
19	3136191	3163767	GNA15
19	3141574	3155173	AC005264.2
19	3178736	3180329	S1PR4
19	3185598	3209568	NCLN
19	3224701	3297074	CELF5
19	3366584	3462905	NFIC
19	3474405	3480540	C19orf77
19	3490820	3500938	DOHH
19	3522988	3534834	FZR1
19	3538273	3557401	MFSD12
19	3539152	3544028	C19orf71
19	3572936	3579086	HMG20B
19	3585551	3593539	GIPC3
19	3594778	3606658	TBXA2R
19	3607245	3613928	CACTIN-AS1
19	3610639	3626813	CACTIN
19	3630181	3700477	PIP5K1C
19	3721735	3750807	TJP3
19	3750878	3761697	APBA3
19	3762662	3767563	MRPL54
19	3769087	3772233	RAX2
19	3777973	3801810	MATK
19	3804022	3869026	ZFR2
19	3880581	3928077	ATCAY
19	3933101	3942414	NMRK2
19	3958451	3971068	DAPK3
19	3961412	3961510	MIR637
19	3976054	3985467	EEF2
19	3982505	3982570	SNORD37
19	4007644	4039384	PIAS4
19	4041127	4043154	AC016586.1
19	4044362	4066943	ZBTB7A
19	4090319	4124126	MAP2K2
19	4153598	4173051	CREB3L3
19	4174106	4182601	SIRT6
19	4183351	4224811	ANKRD24
19	4229495	4237528	EBI3
19	4247076	4269087	CCDC94
19	4278598	4290721	SHD
19	4292229	4302428	TMIGD2
19	4304597	4323833	FSD1
19	4324040	4338818	STAP2
19	4343524	4360083	MPND
19	4360367	4400544	SH3GL1
19	4402659	4443389	CHAF1A
19	4445003	4457819	UBXN6
19	4445975	4446045	MIR4746
19	4472284	4502223	HDGFRP2
19	4502204	4517716	PLIN4
19	4522543	4535236	PLIN5
19	4536421	4540486	LRG1
19	4542605	4559820	SEMA6B
19	4640029	4655580	TNFAIP8L1
19	4657557	4670382	C19orf10
19	4675238	4723875	DPP9
19	4769152	4772545	MIR7-3HG
19	4770682	4770791	MIR7-3
19	4791728	4795571	FEM1A
19	4815944	4831716	TICAM1
19	4838353	4867780	PLIN3
19	4890449	4902879	ARRDC5
19	4932699	4932752	MIR4747
19	4969132	5153606	KDM4B
19	5205519	5340814	PTPRS
